Similar to our previous results with activated NK cells ( Figs. 2 and 3), addition of NK cells to the culture leads to opposing effects on the iDC population depending on the NK / DC ratio.	"NK cells	47	55	Anatomy"	"NK cells	86	94	Anatomy"	"culture	102	109	Anatomy"	"iDC	143	146	Anatomy"	"NK	175	177	Anatomy"	"DC	180	182	Anatomy"	"[{""token"": ""NK cells"", ""start_span"": 47, ""end_span"": 55, ""type"": ""Anatomy""}, {""token"": ""NK cells"", ""start_span"": 86, ""end_span"": 94, ""type"": ""Anatomy""}, {""token"": ""culture"", ""start_span"": 102, ""end_span"": 109, ""type"": ""Anatomy""}, {""token"": ""iDC"", ""start_span"": 143, ""end_span"": 146, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 175, ""end_span"": 177, ""type"": ""Anatomy""}, {""token"": ""DC"", ""start_span"": 180, ""end_span"": 182, ""type"": ""Anatomy""}]"
Three weeks after injection, blood perfusion and capillary density were significantly higher in the FM - MSC and BM - MSC groups than in the phosphate - buffered saline group, and allogeneic FM - MSC and BM - MSC were still observed.	"blood	29	34	Anatomy"	"capillary	49	58	Anatomy"	"FM - MSC	100	108	Anatomy"	"BM - MSC	113	121	Anatomy"	"FM - MSC	191	199	Anatomy"	"BM - MSC	204	212	Anatomy"	"[{""token"": ""blood"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Anatomy""}, {""token"": ""capillary"", ""start_span"": 49, ""end_span"": 58, ""type"": ""Anatomy""}, {""token"": ""FM - MSC"", ""start_span"": 100, ""end_span"": 108, ""type"": ""Anatomy""}, {""token"": ""BM - MSC"", ""start_span"": 113, ""end_span"": 121, ""type"": ""Anatomy""}, {""token"": ""FM - MSC"", ""start_span"": 191, ""end_span"": 199, ""type"": ""Anatomy""}, {""token"": ""BM - MSC"", ""start_span"": 204, ""end_span"": 212, ""type"": ""Anatomy""}]"
The grafts are extensively vascularized with capillaries composed of nonfenestrated endothelium; intercellular junctions are evident at sites of apposition between endothelial cells.	"grafts	4	10	Anatomy"	"capillaries	45	56	Anatomy"	"endothelium	84	95	Anatomy"	"intercellular junctions	97	120	Anatomy"	"sites	136	141	Anatomy"	"endothelial cells	164	181	Anatomy"	"[{""token"": ""grafts"", ""start_span"": 4, ""end_span"": 10, ""type"": ""Anatomy""}, {""token"": ""capillaries"", ""start_span"": 45, ""end_span"": 56, ""type"": ""Anatomy""}, {""token"": ""endothelium"", ""start_span"": 84, ""end_span"": 95, ""type"": ""Anatomy""}, {""token"": ""intercellular junctions"", ""start_span"": 97, ""end_span"": 120, ""type"": ""Anatomy""}, {""token"": ""sites"", ""start_span"": 136, ""end_span"": 141, ""type"": ""Anatomy""}, {""token"": ""endothelial cells"", ""start_span"": 164, ""end_span"": 181, ""type"": ""Anatomy""}]"
The heart functions ( left ventricle ejection fraction ( LVEF), left ventricle fractional shortening ( LVFS)) were improved more significantly in the old donor - derived MSCs group than in the control group and the heart function in the young donor - derived MSCs group further improved ( P less than 0. 05).	"heart	4	9	Anatomy"	"left ventricle	22	36	Anatomy"	"left ventricle	64	78	Anatomy"	"MSCs	170	174	Anatomy"	"heart	215	220	Anatomy"	"MSCs	259	263	Anatomy"	"[{""token"": ""heart"", ""start_span"": 4, ""end_span"": 9, ""type"": ""Anatomy""}, {""token"": ""left ventricle"", ""start_span"": 22, ""end_span"": 36, ""type"": ""Anatomy""}, {""token"": ""left ventricle"", ""start_span"": 64, ""end_span"": 78, ""type"": ""Anatomy""}, {""token"": ""MSCs"", ""start_span"": 170, ""end_span"": 174, ""type"": ""Anatomy""}, {""token"": ""heart"", ""start_span"": 215, ""end_span"": 220, ""type"": ""Anatomy""}, {""token"": ""MSCs"", ""start_span"": 259, ""end_span"": 263, ""type"": ""Anatomy""}]"
Measurements of respiration, CO2 and lactate production, and changes in the levels of various key metabolites of the glycolytic sequence and tricarboxylic acid cycle were made on five lines of rodent ascites tumor cells ( two strains of Ehrlich ascites tumor cells, Krebs II carcinoma, AS - 30D carcinoma, and L1210 cells) incubated aerobically in the presence of uniformly labeled D - [ 14C] glucose.	"ascites tumor cells	200	219	Anatomy"	"strains	226	233	Anatomy"	"Ehrlich ascites tumor cells	237	264	Anatomy"	"Krebs II carcinoma	266	284	Anatomy"	"AS - 30D carcinoma	286	304	Anatomy"	"L1210 cells	310	321	Anatomy"	"[{""token"": ""ascites tumor cells"", ""start_span"": 200, ""end_span"": 219, ""type"": ""Anatomy""}, {""token"": ""strains"", ""start_span"": 226, ""end_span"": 233, ""type"": ""Anatomy""}, {""token"": ""Ehrlich ascites tumor cells"", ""start_span"": 237, ""end_span"": 264, ""type"": ""Anatomy""}, {""token"": ""Krebs II carcinoma"", ""start_span"": 266, ""end_span"": 284, ""type"": ""Anatomy""}, {""token"": ""AS - 30D carcinoma"", ""start_span"": 286, ""end_span"": 304, ""type"": ""Anatomy""}, {""token"": ""L1210 cells"", ""start_span"": 310, ""end_span"": 321, ""type"": ""Anatomy""}]"
While betulin exhibited only moderate anticancer activity in other human cancer cells such as hepatoma SK - HEP - 1 cells, prostate carcinoma PC - 3, and lung carcinoma NCI - H460, with IC ( 50) values ranging from 20 to 60 microg / mL, it showed minor growth inhibition in human erythroleukemia K562 cells ( IC ( 50) > 100 microg / mL).	"anticancer	38	48	Anatomy"	"cancer cells	73	85	Anatomy"	"hepatoma SK - HEP - 1 cells	94	121	Anatomy"	"prostate carcinoma PC - 3	123	148	Anatomy"	"lung carcinoma NCI - H460	154	179	Anatomy"	"erythroleukemia K562 cells	280	306	Anatomy"	"[{""token"": ""anticancer"", ""start_span"": 38, ""end_span"": 48, ""type"": ""Anatomy""}, {""token"": ""cancer cells"", ""start_span"": 73, ""end_span"": 85, ""type"": ""Anatomy""}, {""token"": ""hepatoma SK - HEP - 1 cells"", ""start_span"": 94, ""end_span"": 121, ""type"": ""Anatomy""}, {""token"": ""prostate carcinoma PC - 3"", ""start_span"": 123, ""end_span"": 148, ""type"": ""Anatomy""}, {""token"": ""lung carcinoma NCI - H460"", ""start_span"": 154, ""end_span"": 179, ""type"": ""Anatomy""}, {""token"": ""erythroleukemia K562 cells"", ""start_span"": 280, ""end_span"": 306, ""type"": ""Anatomy""}]"
OSCC sublines were established from a GFP - expressing parental cell line, GSAS, and designated GSAS / N3 and N5 according to the in vivo passage number after cervical lymph node metastasis by a serial orthotopic transplantation model.	"OSCC sublines	0	13	Anatomy"	"parental cell line	55	73	Anatomy"	"GSAS	75	79	Anatomy"	"GSAS / N3	96	105	Anatomy"	"N5	110	112	Anatomy"	"cervical lymph node	159	178	Anatomy"	"[{""token"": ""OSCC sublines"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Anatomy""}, {""token"": ""parental cell line"", ""start_span"": 55, ""end_span"": 73, ""type"": ""Anatomy""}, {""token"": ""GSAS"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Anatomy""}, {""token"": ""GSAS / N3"", ""start_span"": 96, ""end_span"": 105, ""type"": ""Anatomy""}, {""token"": ""N5"", ""start_span"": 110, ""end_span"": 112, ""type"": ""Anatomy""}, {""token"": ""cervical lymph node"", ""start_span"": 159, ""end_span"": 178, ""type"": ""Anatomy""}]"
Expression of bFGF on normal human tissues was ubiquitously detected in the basement membranes of all size blood vessels, but was not found in epidermal or epithelial basement membranes of a variety of tissues tested.	"tissues	35	42	Anatomy"	"basement membranes	76	94	Anatomy"	"blood vessels	107	120	Anatomy"	"epidermal	143	152	Anatomy"	"epithelial basement membranes	156	185	Anatomy"	"tissues	202	209	Anatomy"	"[{""token"": ""tissues"", ""start_span"": 35, ""end_span"": 42, ""type"": ""Anatomy""}, {""token"": ""basement membranes"", ""start_span"": 76, ""end_span"": 94, ""type"": ""Anatomy""}, {""token"": ""blood vessels"", ""start_span"": 107, ""end_span"": 120, ""type"": ""Anatomy""}, {""token"": ""epidermal"", ""start_span"": 143, ""end_span"": 152, ""type"": ""Anatomy""}, {""token"": ""epithelial basement membranes"", ""start_span"": 156, ""end_span"": 185, ""type"": ""Anatomy""}, {""token"": ""tissues"", ""start_span"": 202, ""end_span"": 209, ""type"": ""Anatomy""}]"
The tumors were large ( greater than 4. 5 cm in diameter), usually endophytic masses composed of large cells with eosinophilic cytoplasm, anaplastic nuclei, and prominent nucleoli.	"tumors	4	10	Anatomy"	"masses	78	84	Anatomy"	"cells	103	108	Anatomy"	"eosinophilic cytoplasm	114	136	Anatomy"	"nuclei	149	155	Anatomy"	"nucleoli	171	179	Anatomy"	"[{""token"": ""tumors"", ""start_span"": 4, ""end_span"": 10, ""type"": ""Anatomy""}, {""token"": ""masses"", ""start_span"": 78, ""end_span"": 84, ""type"": ""Anatomy""}, {""token"": ""cells"", ""start_span"": 103, ""end_span"": 108, ""type"": ""Anatomy""}, {""token"": ""eosinophilic cytoplasm"", ""start_span"": 114, ""end_span"": 136, ""type"": ""Anatomy""}, {""token"": ""nuclei"", ""start_span"": 149, ""end_span"": 155, ""type"": ""Anatomy""}, {""token"": ""nucleoli"", ""start_span"": 171, ""end_span"": 179, ""type"": ""Anatomy""}]"
Human umbilical vein endothelial cells ( HUVECs) and rat aorta smooth muscle cells ( RASMCs) infected with AdCMV. VEGF165 ( 5 and 20 plaque - forming units [ pfu] per cell) demonstrated VEGF mRNA expression and protein secretion into the supernatant.	"Human umbilical vein endothelial cells	0	38	Anatomy"	"HUVECs	41	47	Anatomy"	"rat aorta smooth muscle cells	53	82	Anatomy"	"RASMCs	85	91	Anatomy"	"cell	167	171	Anatomy"	"supernatant	238	249	Anatomy"	"[{""token"": ""Human umbilical vein endothelial cells"", ""start_span"": 0, ""end_span"": 38, ""type"": ""Anatomy""}, {""token"": ""HUVECs"", ""start_span"": 41, ""end_span"": 47, ""type"": ""Anatomy""}, {""token"": ""rat aorta smooth muscle cells"", ""start_span"": 53, ""end_span"": 82, ""type"": ""Anatomy""}, {""token"": ""RASMCs"", ""start_span"": 85, ""end_span"": 91, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 167, ""end_span"": 171, ""type"": ""Anatomy""}, {""token"": ""supernatant"", ""start_span"": 238, ""end_span"": 249, ""type"": ""Anatomy""}]"
Distinguishing primary hepatocellular carcinoma ( HCC) from metastatic carcinomas to the liver is often difficult, if not impossible, particularly in needle biopsy and fine - needle aspiration specimens.	"primary hepatocellular carcinoma	15	47	Anatomy"	"HCC	50	53	Anatomy"	"metastatic carcinomas	60	81	Anatomy"	"liver	89	94	Anatomy"	"biopsy	157	163	Anatomy"	"specimens	193	202	Anatomy"	"[{""token"": ""primary hepatocellular carcinoma"", ""start_span"": 15, ""end_span"": 47, ""type"": ""Anatomy""}, {""token"": ""HCC"", ""start_span"": 50, ""end_span"": 53, ""type"": ""Anatomy""}, {""token"": ""metastatic carcinomas"", ""start_span"": 60, ""end_span"": 81, ""type"": ""Anatomy""}, {""token"": ""liver"", ""start_span"": 89, ""end_span"": 94, ""type"": ""Anatomy""}, {""token"": ""biopsy"", ""start_span"": 157, ""end_span"": 163, ""type"": ""Anatomy""}, {""token"": ""specimens"", ""start_span"": 193, ""end_span"": 202, ""type"": ""Anatomy""}]"
9E3 / CEF4 was slightly mitogenic for CEF, causing a doubling of [ 3H] thymidine uptake when added to serum - starved CEF. 9E3 / CEF4 was found associated not only with the cell and in the culture medium of Rous sarcoma virus - transformed CEF but also with the extracellular matrix.	"CEF	6	9	Anatomy"	"serum	102	107	Anatomy"	"CEF	118	121	Anatomy"	"cell	173	177	Anatomy"	"CEF	240	243	Anatomy"	"extracellular matrix	262	282	Anatomy"	"[{""token"": ""CEF"", ""start_span"": 6, ""end_span"": 9, ""type"": ""Anatomy""}, {""token"": ""serum"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Anatomy""}, {""token"": ""CEF"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 173, ""end_span"": 177, ""type"": ""Anatomy""}, {""token"": ""CEF"", ""start_span"": 240, ""end_span"": 243, ""type"": ""Anatomy""}, {""token"": ""extracellular matrix"", ""start_span"": 262, ""end_span"": 282, ""type"": ""Anatomy""}]"
Compared with control animals transfected with LacZ, site - specific transfection of phVEGF resulted in augmented collateral vessel development documented by serial angiography, and improvement in calf blood pressure ratio ( ischemic to normal limb), resting and maximum blood flow, and capillary to myocyte ratio.	"collateral vessel	114	131	Anatomy"	"calf blood	197	207	Anatomy"	"limb	244	248	Anatomy"	"blood	271	276	Anatomy"	"capillary	287	296	Anatomy"	"myocyte	300	307	Anatomy"	"[{""token"": ""collateral vessel"", ""start_span"": 114, ""end_span"": 131, ""type"": ""Anatomy""}, {""token"": ""calf blood"", ""start_span"": 197, ""end_span"": 207, ""type"": ""Anatomy""}, {""token"": ""limb"", ""start_span"": 244, ""end_span"": 248, ""type"": ""Anatomy""}, {""token"": ""blood"", ""start_span"": 271, ""end_span"": 276, ""type"": ""Anatomy""}, {""token"": ""capillary"", ""start_span"": 287, ""end_span"": 296, ""type"": ""Anatomy""}, {""token"": ""myocyte"", ""start_span"": 300, ""end_span"": 307, ""type"": ""Anatomy""}]"
For the purpose of investigating the relationship between the metastatic potential of the tumor as well as the expression of nm23 - H1 mRNA, and for determing the location of the positive sites in the cells, tumor metastasis suppressor gene nm23 - H1 in human hepatocellular carcinoma ( and the nonneoplastic area surrounding the tumor) was detected by in situ hybridization using digoxiginin - labeled nm23 - H1 antisense complementary RNA probe.	"tumor	90	95	Anatomy"	"cells	201	206	Anatomy"	"tumor	208	213	Anatomy"	"hepatocellular carcinoma	260	284	Anatomy"	"nonneoplastic area	295	313	Anatomy"	"tumor	330	335	Anatomy"	"[{""token"": ""tumor"", ""start_span"": 90, ""end_span"": 95, ""type"": ""Anatomy""}, {""token"": ""cells"", ""start_span"": 201, ""end_span"": 206, ""type"": ""Anatomy""}, {""token"": ""tumor"", ""start_span"": 208, ""end_span"": 213, ""type"": ""Anatomy""}, {""token"": ""hepatocellular carcinoma"", ""start_span"": 260, ""end_span"": 284, ""type"": ""Anatomy""}, {""token"": ""nonneoplastic area"", ""start_span"": 295, ""end_span"": 313, ""type"": ""Anatomy""}, {""token"": ""tumor"", ""start_span"": 330, ""end_span"": 335, ""type"": ""Anatomy""}]"
The primary results indicated ( i) positive results of in situ hybridization are presence of granules or masses in the cytoplasm; ( ii) the less expression of nm23 - H1 mRNA, the higher metastatic rate of the human hepatocellular carcinoma ( P < 0. 05); ( iii) expression of nm23 - H1 mRNA dose not correlate with some other factors such as tumor size and the background of other liver diseases.	"granules	93	101	Anatomy"	"masses	105	111	Anatomy"	"cytoplasm	119	128	Anatomy"	"hepatocellular carcinoma	215	239	Anatomy"	"tumor	341	346	Anatomy"	"liver	380	385	Anatomy"	"[{""token"": ""granules"", ""start_span"": 93, ""end_span"": 101, ""type"": ""Anatomy""}, {""token"": ""masses"", ""start_span"": 105, ""end_span"": 111, ""type"": ""Anatomy""}, {""token"": ""cytoplasm"", ""start_span"": 119, ""end_span"": 128, ""type"": ""Anatomy""}, {""token"": ""hepatocellular carcinoma"", ""start_span"": 215, ""end_span"": 239, ""type"": ""Anatomy""}, {""token"": ""tumor"", ""start_span"": 341, ""end_span"": 346, ""type"": ""Anatomy""}, {""token"": ""liver"", ""start_span"": 380, ""end_span"": 385, ""type"": ""Anatomy""}]"
Apoptosis is a regulated form of cell death that may be triggered by natural killer ( NK) or cytotoxic T cells, which effect target cell lysis by cytolytic effector and related proteins through complex intracellular signals.	"cell	33	37	Anatomy"	"natural killer	69	83	Anatomy"	"NK	86	88	Anatomy"	"cytotoxic T cells	93	110	Anatomy"	"cell	132	136	Anatomy"	"intracellular	202	215	Anatomy"	"[{""token"": ""cell"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Anatomy""}, {""token"": ""natural killer"", ""start_span"": 69, ""end_span"": 83, ""type"": ""Anatomy""}, {""token"": ""NK"", ""start_span"": 86, ""end_span"": 88, ""type"": ""Anatomy""}, {""token"": ""cytotoxic T cells"", ""start_span"": 93, ""end_span"": 110, ""type"": ""Anatomy""}, {""token"": ""cell"", ""start_span"": 132, ""end_span"": 136, ""type"": ""Anatomy""}, {""token"": ""intracellular"", ""start_span"": 202, ""end_span"": 215, ""type"": ""Anatomy""}]"
In all subjects, activation was predominantly in the contralateral motor areas ( primary sensorimotor, lateral premotor, parietal and supplementary motor regions) and ipsilateral cerebellum.	"contralateral motor areas	53	78	Anatomy"	"primary sensorimotor	81	101	Anatomy"	"lateral premotor	103	119	Anatomy"	"parietal	121	129	Anatomy"	"supplementary motor regions	134	161	Anatomy"	"ipsilateral cerebellum	167	189	Anatomy"	"[{""token"": ""contralateral motor areas"", ""start_span"": 53, ""end_span"": 78, ""type"": ""Anatomy""}, {""token"": ""primary sensorimotor"", ""start_span"": 81, ""end_span"": 101, ""type"": ""Anatomy""}, {""token"": ""lateral premotor"", ""start_span"": 103, ""end_span"": 119, ""type"": ""Anatomy""}, {""token"": ""parietal"", ""start_span"": 121, ""end_span"": 129, ""type"": ""Anatomy""}, {""token"": ""supplementary motor regions"", ""start_span"": 134, ""end_span"": 161, ""type"": ""Anatomy""}, {""token"": ""ipsilateral cerebellum"", ""start_span"": 167, ""end_span"": 189, ""type"": ""Anatomy""}]"
