UFT and its metabolites inhibit the angiogenesis induced by murine renal cell carcinoma, as determined by a dorsal air sac assay in mice.	"UFT	0	3	Chemical"	"murine	60	66	Organism"	"renal cell carcinoma	67	87	Cancer"	"dorsal air sac	108	122	Multi"	"mice	132	136	Organism"	"[{""token"": ""UFT"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""murine"", ""start_span"": 60, ""end_span"": 66, ""type"": ""Organism""}, {""token"": ""renal cell carcinoma"", ""start_span"": 67, ""end_span"": 87, ""type"": ""Cancer""}, {""token"": ""dorsal air sac"", ""start_span"": 108, ""end_span"": 122, ""type"": ""Multi""}, {""token"": ""mice"", ""start_span"": 132, ""end_span"": 136, ""type"": ""Organism""}]"
Moreover, HMGA2 knockdown by short hairpin HMGA2 in HepG2 cells leads to progressive telomere shortening and a concurrent decrease of steady - state hTERT mRNA levels, attenuating their ability to form colonies in soft agar.	"HMGA2	10	15	Gene_or_gene_product"	"HMGA2	43	48	Gene_or_gene_product"	"HepG2 cells	52	63	Cell"	"telomere	85	93	Cellular_component"	"hTERT	149	154	Gene_or_gene_product"	"[{""token"": ""HMGA2"", ""start_span"": 10, ""end_span"": 15, ""type"": ""Gene_or_gene_product""}, {""token"": ""HMGA2"", ""start_span"": 43, ""end_span"": 48, ""type"": ""Gene_or_gene_product""}, {""token"": ""HepG2 cells"", ""start_span"": 52, ""end_span"": 63, ""type"": ""Cell""}, {""token"": ""telomere"", ""start_span"": 85, ""end_span"": 93, ""type"": ""Cellular_component""}, {""token"": ""hTERT"", ""start_span"": 149, ""end_span"": 154, ""type"": ""Gene_or_gene_product""}]"
Aglycon of rhizochalin from the Rhizochalina incrustata induces apoptosis via activation of AMP - activated protein kinase in HT - 29 colon cancer cells.	"Aglycon	0	7	Chemical"	"rhizochalin	11	22	Chemical"	"Rhizochalina incrustata	32	55	Organism"	"AMP - activated protein kinase	92	122	Gene_or_gene_product"	"HT - 29 colon cancer cells	126	152	Cell"	"[{""token"": ""Aglycon"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Chemical""}, {""token"": ""rhizochalin"", ""start_span"": 11, ""end_span"": 22, ""type"": ""Chemical""}, {""token"": ""Rhizochalina incrustata"", ""start_span"": 32, ""end_span"": 55, ""type"": ""Organism""}, {""token"": ""AMP - activated protein kinase"", ""start_span"": 92, ""end_span"": 122, ""type"": ""Gene_or_gene_product""}, {""token"": ""HT - 29 colon cancer cells"", ""start_span"": 126, ""end_span"": 152, ""type"": ""Cell""}]"
Overall, our findings identify AMPK as an important target protein for mediating the anti - tumor properties of AglRhz in HT - 29 colon cancer cells and have important implication for sponges, the most important marine source, in colon cancer.	"AMPK	31	35	Gene_or_gene_product"	"tumor	92	97	Cancer"	"AglRhz	112	118	Chemical"	"HT - 29 colon cancer cells	122	148	Cell"	"colon cancer	230	242	Cancer"	"[{""token"": ""AMPK"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 92, ""end_span"": 97, ""type"": ""Cancer""}, {""token"": ""AglRhz"", ""start_span"": 112, ""end_span"": 118, ""type"": ""Chemical""}, {""token"": ""HT - 29 colon cancer cells"", ""start_span"": 122, ""end_span"": 148, ""type"": ""Cell""}, {""token"": ""colon cancer"", ""start_span"": 230, ""end_span"": 242, ""type"": ""Cancer""}]"
Expression of thymidylate synthase and dihydropyrimidine dehydrogenase in primary oral squamous cell carcinoma and corresponding metastases in cervical lymph nodes: association with the metastasis suppressor CD82.	"thymidylate synthase	14	34	Gene_or_gene_product"	"dihydropyrimidine dehydrogenase	39	70	Gene_or_gene_product"	"primary oral squamous cell carcinoma	74	110	Cancer"	"cervical lymph nodes	143	163	Multi"	"CD82	208	212	Gene_or_gene_product"	"[{""token"": ""thymidylate synthase"", ""start_span"": 14, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""dihydropyrimidine dehydrogenase"", ""start_span"": 39, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}, {""token"": ""primary oral squamous cell carcinoma"", ""start_span"": 74, ""end_span"": 110, ""type"": ""Cancer""}, {""token"": ""cervical lymph nodes"", ""start_span"": 143, ""end_span"": 163, ""type"": ""Multi""}, {""token"": ""CD82"", ""start_span"": 208, ""end_span"": 212, ""type"": ""Gene_or_gene_product""}]"
Although 5 - FU is often used for the treatment of oral carcinoma, there has not been any investigation into the expression of these enzymes in metastatic lymph nodes or of their roles in the effectiveness of 5 - FU in treating lymph node - metastatic cancer.	"5 - FU	9	15	Chemical"	"oral carcinoma	51	65	Cancer"	"metastatic lymph nodes	144	166	Multi"	"5 - FU	209	215	Chemical"	"lymph node - metastatic cancer	228	258	Cancer"	"[{""token"": ""5 - FU"", ""start_span"": 9, ""end_span"": 15, ""type"": ""Chemical""}, {""token"": ""oral carcinoma"", ""start_span"": 51, ""end_span"": 65, ""type"": ""Cancer""}, {""token"": ""metastatic lymph nodes"", ""start_span"": 144, ""end_span"": 166, ""type"": ""Multi""}, {""token"": ""5 - FU"", ""start_span"": 209, ""end_span"": 215, ""type"": ""Chemical""}, {""token"": ""lymph node - metastatic cancer"", ""start_span"": 228, ""end_span"": 258, ""type"": ""Cancer""}]"
These findings indicate that TS and CD82 may be of great value in assessing lymph node metastasis of OSCC, and could be taken as new targets for therapy of metastatic OSCC.	"TS	29	31	Gene_or_gene_product"	"CD82	36	40	Gene_or_gene_product"	"lymph node	76	86	Multi"	"OSCC	101	105	Cancer"	"OSCC	167	171	Cancer"	"[{""token"": ""TS"", ""start_span"": 29, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""CD82"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""lymph node"", ""start_span"": 76, ""end_span"": 86, ""type"": ""Multi""}, {""token"": ""OSCC"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Cancer""}, {""token"": ""OSCC"", ""start_span"": 167, ""end_span"": 171, ""type"": ""Cancer""}]"
Impaired CK1 delta activity attenuates SV40 - induced cellular transformation in vitro and mouse mammary carcinogenesis in vivo.	"CK1 delta	9	18	Gene_or_gene_product"	"SV40	39	43	Organism"	"cellular	54	62	Cell"	"mouse	91	96	Organism"	"mammary	97	104	Organ"	"[{""token"": ""CK1 delta"", ""start_span"": 9, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Organism""}, {""token"": ""cellular"", ""start_span"": 54, ""end_span"": 62, ""type"": ""Cell""}, {""token"": ""mouse"", ""start_span"": 91, ""end_span"": 96, ""type"": ""Organism""}, {""token"": ""mammary"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Organ""}]"
Various cellular kinases, among them members of the CK1 family, play an important role in modulating the transforming activity of SV40, including the transforming activity of T - Ag, the major transforming protein of SV40, itself.	"cellular	8	16	Cell"	"CK1	52	55	Gene_or_gene_product"	"SV40	130	134	Organism"	"T - Ag	175	181	Gene_or_gene_product"	"SV40	217	221	Organism"	"[{""token"": ""cellular"", ""start_span"": 8, ""end_span"": 16, ""type"": ""Cell""}, {""token"": ""CK1"", ""start_span"": 52, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Organism""}, {""token"": ""T - Ag"", ""start_span"": 175, ""end_span"": 181, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Organism""}]"
The reduced CK1delta activity did not affect early lesion formation during tumorigenesis, suggesting that impaired CK1delta activity reduces the probability for outgrowth of in situ carcinomas to invasive carcinomas.	"CK1delta	12	20	Gene_or_gene_product"	"lesion	51	57	Pathological_formation"	"CK1delta	115	123	Gene_or_gene_product"	"in situ carcinomas	174	192	Cancer"	"invasive carcinomas	196	215	Cancer"	"[{""token"": ""CK1delta"", ""start_span"": 12, ""end_span"": 20, ""type"": ""Gene_or_gene_product""}, {""token"": ""lesion"", ""start_span"": 51, ""end_span"": 57, ""type"": ""Pathological_formation""}, {""token"": ""CK1delta"", ""start_span"": 115, ""end_span"": 123, ""type"": ""Gene_or_gene_product""}, {""token"": ""in situ carcinomas"", ""start_span"": 174, ""end_span"": 192, ""type"": ""Cancer""}, {""token"": ""invasive carcinomas"", ""start_span"": 196, ""end_span"": 215, ""type"": ""Cancer""}]"
Our data show that inactivating mutations in CK1delta impair SV40 - induced cellular transformation in vitro and mouse mammary carcinogenesis in vivo.	"CK1delta	45	53	Gene_or_gene_product"	"SV40	61	65	Organism"	"cellular	76	84	Cell"	"mouse	113	118	Organism"	"mammary	119	126	Organ"	"[{""token"": ""CK1delta"", ""start_span"": 45, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}, {""token"": ""SV40"", ""start_span"": 61, ""end_span"": 65, ""type"": ""Organism""}, {""token"": ""cellular"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Cell""}, {""token"": ""mouse"", ""start_span"": 113, ""end_span"": 118, ""type"": ""Organism""}, {""token"": ""mammary"", ""start_span"": 119, ""end_span"": 126, ""type"": ""Organ""}]"
Cells were perifused in the presence of 5 mM glucose, 0. 5 mM glutamine or 5 mM glucose and 0. 5 mM glutamine.	"Cells	0	5	Cell"	"glucose	45	52	Chemical"	"glutamine	62	71	Amino_acid"	"glucose	80	87	Chemical"	"glutamine	100	109	Amino_acid"	"[{""token"": ""Cells"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Cell""}, {""token"": ""glucose"", ""start_span"": 45, ""end_span"": 52, ""type"": ""Chemical""}, {""token"": ""glutamine"", ""start_span"": 62, ""end_span"": 71, ""type"": ""Amino_acid""}, {""token"": ""glucose"", ""start_span"": 80, ""end_span"": 87, ""type"": ""Chemical""}, {""token"": ""glutamine"", ""start_span"": 100, ""end_span"": 109, ""type"": ""Amino_acid""}]"
However, by treatment with Ha - ras oncogenes derived from a human lung carcinoma or Harvey murine sarcoma virus, the KMST - 6 cells acquired elevated clonability in soft agar and transplantability in nude mice.	"Ha - ras	27	35	Gene_or_gene_product"	"human lung carcinoma	61	81	Organism"	"Harvey murine sarcoma virus	85	112	Organism"	"KMST - 6 cells	118	132	Cell"	"nude mice	201	210	Organism"	"[{""token"": ""Ha - ras"", ""start_span"": 27, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""human lung carcinoma"", ""start_span"": 61, ""end_span"": 81, ""type"": ""Organism""}, {""token"": ""Harvey murine sarcoma virus"", ""start_span"": 85, ""end_span"": 112, ""type"": ""Organism""}, {""token"": ""KMST - 6 cells"", ""start_span"": 118, ""end_span"": 132, ""type"": ""Cell""}, {""token"": ""nude mice"", ""start_span"": 201, ""end_span"": 210, ""type"": ""Organism""}]"
The Ha - ras oncogene alone did not convert normal human fibroblasts into either immortal or tumorigenic cells.	"Ha - ras	4	12	Gene_or_gene_product"	"human	51	56	Organism"	"fibroblasts	57	68	Cell"	"immortal	81	89	Cell"	"tumorigenic cells	93	110	Cell"	"[{""token"": ""Ha - ras"", ""start_span"": 4, ""end_span"": 12, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 51, ""end_span"": 56, ""type"": ""Organism""}, {""token"": ""fibroblasts"", ""start_span"": 57, ""end_span"": 68, ""type"": ""Cell""}, {""token"": ""immortal"", ""start_span"": 81, ""end_span"": 89, ""type"": ""Cell""}, {""token"": ""tumorigenic cells"", ""start_span"": 93, ""end_span"": 110, ""type"": ""Cell""}]"
New Zealand white rabbits were given limbal inoculations of a heat - killed suspension of herpes simplex virus ( HSV) in a lysate of human embryonic kidney cells.	"New Zealand white rabbits	0	25	Organism"	"herpes simplex virus	90	110	Organism"	"HSV	113	116	Organism"	"human	133	138	Organism"	"embryonic kidney cells	139	161	Cell"	"[{""token"": ""New Zealand white rabbits"", ""start_span"": 0, ""end_span"": 25, ""type"": ""Organism""}, {""token"": ""herpes simplex virus"", ""start_span"": 90, ""end_span"": 110, ""type"": ""Organism""}, {""token"": ""HSV"", ""start_span"": 113, ""end_span"": 116, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 133, ""end_span"": 138, ""type"": ""Organism""}, {""token"": ""embryonic kidney cells"", ""start_span"": 139, ""end_span"": 161, ""type"": ""Cell""}]"
Finally, anti - p53 monoclonal antibodies only slightly affected in vitro phosphorylation reactions, whereas a p53 molecule from a simian virus 40 - free, chemically transformed human cell line was not phosphorylated in vitro under any condition tested.	"anti - p53 monoclonal antibodies	9	41	Gene_or_gene_product"	"p53	111	114	Gene_or_gene_product"	"simian virus 40	131	146	Organism"	"human	178	183	Organism"	"cell line	184	193	Cell"	"[{""token"": ""anti - p53 monoclonal antibodies"", ""start_span"": 9, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}, {""token"": ""p53"", ""start_span"": 111, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}, {""token"": ""simian virus 40"", ""start_span"": 131, ""end_span"": 146, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 178, ""end_span"": 183, ""type"": ""Organism""}, {""token"": ""cell line"", ""start_span"": 184, ""end_span"": 193, ""type"": ""Cell""}]"
Southern blotting and probing with PCR - synthesized cDNA fragments of the mouse 72 kDa type IV collagenase gene showed that this gene was present in all cells although the structure of this gene in one of the three LTA cell lines differed from that of the other cells.	"mouse	75	80	Organism"	"72 kDa type IV collagenase	81	107	Gene_or_gene_product"	"cells	154	159	Cell"	"LTA cell lines	216	230	Cell"	"cells	263	268	Cell"	"[{""token"": ""mouse"", ""start_span"": 75, ""end_span"": 80, ""type"": ""Organism""}, {""token"": ""72 kDa type IV collagenase"", ""start_span"": 81, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 154, ""end_span"": 159, ""type"": ""Cell""}, {""token"": ""LTA cell lines"", ""start_span"": 216, ""end_span"": 230, ""type"": ""Cell""}, {""token"": ""cells"", ""start_span"": 263, ""end_span"": 268, ""type"": ""Cell""}]"
Neoplastic progression of human colorectal cancer is associated with overexpression of the stromelysin - 3 and BM - 40 / SPARC genes.	"human	26	31	Organism"	"colorectal cancer	32	49	Cancer"	"stromelysin - 3	91	106	Gene_or_gene_product"	"BM - 40	111	118	Gene_or_gene_product"	"SPARC	121	126	Gene_or_gene_product"	"[{""token"": ""human"", ""start_span"": 26, ""end_span"": 31, ""type"": ""Organism""}, {""token"": ""colorectal cancer"", ""start_span"": 32, ""end_span"": 49, ""type"": ""Cancer""}, {""token"": ""stromelysin - 3"", ""start_span"": 91, ""end_span"": 106, ""type"": ""Gene_or_gene_product""}, {""token"": ""BM - 40"", ""start_span"": 111, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}, {""token"": ""SPARC"", ""start_span"": 121, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}]"
Comparative NMR study of a differentiated rat hepatoma and its dedifferentiated subclone cultured as spheroids and as implanted tumors.	"rat	5	8	Organism"	"hepatoma	46	54	Cancer"	"subclone	80	88	Cell"	"spheroids	101	110	Cell"	"tumors	128	134	Cancer"	"[{""token"": ""rat"", ""start_span"": 5, ""end_span"": 8, ""type"": ""Organism""}, {""token"": ""hepatoma"", ""start_span"": 46, ""end_span"": 54, ""type"": ""Cancer""}, {""token"": ""subclone"", ""start_span"": 80, ""end_span"": 88, ""type"": ""Cell""}, {""token"": ""spheroids"", ""start_span"": 101, ""end_span"": 110, ""type"": ""Cell""}, {""token"": ""tumors"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Cancer""}]"
31P MR spectra showed that phosphocreatine was present in H5 spheroids but not in H4 spheroids or tumors.	"31P	0	3	Chemical"	"phosphocreatine	27	42	Chemical"	"H5 spheroids	58	70	Cell"	"H4 spheroids	82	94	Cell"	"tumors	98	104	Cancer"	"[{""token"": ""31P"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Chemical""}, {""token"": ""phosphocreatine"", ""start_span"": 27, ""end_span"": 42, ""type"": ""Chemical""}, {""token"": ""H5 spheroids"", ""start_span"": 58, ""end_span"": 70, ""type"": ""Cell""}, {""token"": ""H4 spheroids"", ""start_span"": 82, ""end_span"": 94, ""type"": ""Cell""}, {""token"": ""tumors"", ""start_span"": 98, ""end_span"": 104, ""type"": ""Cancer""}]"
Thus the results obtained by 31P and 13C MRS correlated with the differentiation state of H4 and H5 spheroids and tumors.	"31P	29	32	Chemical"	"13C	37	40	Chemical"	"H4	90	92	Cell"	"H5 spheroids	97	109	Cell"	"tumors	114	120	Cancer"	"[{""token"": ""31P"", ""start_span"": 29, ""end_span"": 32, ""type"": ""Chemical""}, {""token"": ""13C"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Chemical""}, {""token"": ""H4"", ""start_span"": 90, ""end_span"": 92, ""type"": ""Cell""}, {""token"": ""H5 spheroids"", ""start_span"": 97, ""end_span"": 109, ""type"": ""Cell""}, {""token"": ""tumors"", ""start_span"": 114, ""end_span"": 120, ""type"": ""Cancer""}]"
Comparison between RNA / DNA sequence of viral oncogenes and normal human genome of non - transformed cells revealed high sequence similarities in specific genomic areas, which were named cellular proto - oncogens.	"DNA	25	28	Cellular_component"	"viral	41	46	Organism"	"human	68	73	Organism"	"cells	102	107	Cell"	"cellular	188	196	Cell"	"[{""token"": ""DNA"", ""start_span"": 25, ""end_span"": 28, ""type"": ""Cellular_component""}, {""token"": ""viral"", ""start_span"": 41, ""end_span"": 46, ""type"": ""Organism""}, {""token"": ""human"", ""start_span"": 68, ""end_span"": 73, ""type"": ""Organism""}, {""token"": ""cells"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Cell""}, {""token"": ""cellular"", ""start_span"": 188, ""end_span"": 196, ""type"": ""Cell""}]"
Monoclonal antibody targeted therapy directed against EGF - R or Her - 2 / neu, the use of anti - sense oligonucleotides and oligodeoxynucleotides, and the application of tyrosine kinase and protein C - kinase inhibitors are currently being investigated.	"EGF - R	54	61	Gene_or_gene_product"	"Her - 2	65	72	Gene_or_gene_product"	"neu	75	78	Gene_or_gene_product"	"tyrosine kinase	171	186	Gene_or_gene_product"	"protein C - kinase	191	209	Gene_or_gene_product"	"[{""token"": ""EGF - R"", ""start_span"": 54, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""Her - 2"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Gene_or_gene_product""}, {""token"": ""neu"", ""start_span"": 75, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}, {""token"": ""tyrosine kinase"", ""start_span"": 171, ""end_span"": 186, ""type"": ""Gene_or_gene_product""}, {""token"": ""protein C - kinase"", ""start_span"": 191, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}]"
Sequencing of exons 5 through 8 of the p53 gene revealed no mutations, nor were mutations detected in the N - or K - ras protooncogenes in four of the carcinomas and their respective metastatic deposits.	"p53	39	42	Gene_or_gene_product"	"N -	106	109	Gene_or_gene_product"	"K - ras	113	120	Gene_or_gene_product"	"carcinomas	151	161	Cancer"	"deposits	194	202	Cancer"	"[{""token"": ""p53"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""N -"", ""start_span"": 106, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}, {""token"": ""K - ras"", ""start_span"": 113, ""end_span"": 120, ""type"": ""Gene_or_gene_product""}, {""token"": ""carcinomas"", ""start_span"": 151, ""end_span"": 161, ""type"": ""Cancer""}, {""token"": ""deposits"", ""start_span"": 194, ""end_span"": 202, ""type"": ""Cancer""}]"
These results suggest that point mutations in p53 and ras are not associated with pituitary tumorigenesis, however, point mutations of the H - ras gene may be important in the formation and or growth of pituitary metastases.	"p53	46	49	Gene_or_gene_product"	"ras	54	57	Gene_or_gene_product"	"pituitary	82	91	Organ"	"H - ras	139	146	Gene_or_gene_product"	"pituitary metastases	203	223	Cancer"	"[{""token"": ""p53"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}, {""token"": ""ras"", ""start_span"": 54, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""pituitary"", ""start_span"": 82, ""end_span"": 91, ""type"": ""Organ""}, {""token"": ""H - ras"", ""start_span"": 139, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}, {""token"": ""pituitary metastases"", ""start_span"": 203, ""end_span"": 223, ""type"": ""Cancer""}]"
None of the tumors or the healthy breast in the tissues studied expressed Glut - 3 or Glut - 5.	"tumors	12	18	Cancer"	"healthy breast	26	40	Tissue"	"tissues	48	55	Tissue"	"Glut - 3	74	82	Gene_or_gene_product"	"Glut - 5	86	94	Gene_or_gene_product"	"[{""token"": ""tumors"", ""start_span"": 12, ""end_span"": 18, ""type"": ""Cancer""}, {""token"": ""healthy breast"", ""start_span"": 26, ""end_span"": 40, ""type"": ""Tissue""}, {""token"": ""tissues"", ""start_span"": 48, ""end_span"": 55, ""type"": ""Tissue""}, {""token"": ""Glut - 3"", ""start_span"": 74, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}, {""token"": ""Glut - 5"", ""start_span"": 86, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}]"
High density of somatostatin receptors in veins surrounding human cancer tissue: role in tumor - host interaction?	"somatostatin receptors	16	38	Gene_or_gene_product"	"veins	42	47	Multi"	"human	60	65	Organism"	"cancer tissue	66	79	Tissue"	"tumor	89	94	Cancer"	"[{""token"": ""somatostatin receptors"", ""start_span"": 16, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}, {""token"": ""veins"", ""start_span"": 42, ""end_span"": 47, ""type"": ""Multi""}, {""token"": ""human"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Organism""}, {""token"": ""cancer tissue"", ""start_span"": 66, ""end_span"": 79, ""type"": ""Tissue""}, {""token"": ""tumor"", ""start_span"": 89, ""end_span"": 94, ""type"": ""Cancer""}]"
In contrast, the incidence and density of somatostatin receptors in peritumoral vessels was low in well - differentiated gastrointestinal and bronchial carcinoids, in contrast to the high density of such receptors in the carcinoid tumor tissue.	"somatostatin receptors	42	64	Gene_or_gene_product"	"peritumoral vessels	68	87	Multi"	"gastrointestinal	121	137	Cancer"	"bronchial carcinoids	142	162	Cancer"	"carcinoid tumor tissue	221	243	Tissue"	"[{""token"": ""somatostatin receptors"", ""start_span"": 42, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}, {""token"": ""peritumoral vessels"", ""start_span"": 68, ""end_span"": 87, ""type"": ""Multi""}, {""token"": ""gastrointestinal"", ""start_span"": 121, ""end_span"": 137, ""type"": ""Cancer""}, {""token"": ""bronchial carcinoids"", ""start_span"": 142, ""end_span"": 162, ""type"": ""Cancer""}, {""token"": ""carcinoid tumor tissue"", ""start_span"": 221, ""end_span"": 243, ""type"": ""Tissue""}]"
Autochthonous vessels surrounding other tumors such as renal - cell carcinomas or malignant lymphomas also frequently expressed somatostatin receptors.	"vessels	14	21	Multi"	"tumors	40	46	Cancer"	"renal - cell carcinomas	55	78	Cancer"	"malignant lymphomas	82	101	Cancer"	"somatostatin receptors	128	150	Gene_or_gene_product"	"[{""token"": ""vessels"", ""start_span"": 14, ""end_span"": 21, ""type"": ""Multi""}, {""token"": ""tumors"", ""start_span"": 40, ""end_span"": 46, ""type"": ""Cancer""}, {""token"": ""renal - cell carcinomas"", ""start_span"": 55, ""end_span"": 78, ""type"": ""Cancer""}, {""token"": ""malignant lymphomas"", ""start_span"": 82, ""end_span"": 101, ""type"": ""Cancer""}, {""token"": ""somatostatin receptors"", ""start_span"": 128, ""end_span"": 150, ""type"": ""Gene_or_gene_product""}]"
Metastasis - associated 5T4 antigen disrupts cell - cell contacts and induces cellular motility in epithelial cells.	"5T4	24	27	Gene_or_gene_product"	"cell	45	49	Cell"	"cell	52	56	Cell"	"cellular	78	86	Cell"	"epithelial cells	99	115	Cell"	"[{""token"": ""5T4"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 45, ""end_span"": 49, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 52, ""end_span"": 56, ""type"": ""Cell""}, {""token"": ""cellular"", ""start_span"": 78, ""end_span"": 86, ""type"": ""Cell""}, {""token"": ""epithelial cells"", ""start_span"": 99, ""end_span"": 115, ""type"": ""Cell""}]"
Transfection of full - length 5T4 cDNA into epithelial cells alters cell - cell contacts and cellular motility.	"5T4	30	33	Gene_or_gene_product"	"epithelial cells	44	60	Cell"	"cell	68	72	Cell"	"cell	75	79	Cell"	"cellular	93	101	Cell"	"[{""token"": ""5T4"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}, {""token"": ""epithelial cells"", ""start_span"": 44, ""end_span"": 60, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 68, ""end_span"": 72, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Cell""}, {""token"": ""cellular"", ""start_span"": 93, ""end_span"": 101, ""type"": ""Cell""}]"
The in vitro expression of FAK and its level of phosphorylation appear to be related to several physiological phenomena, including cell spreading, cell differentiation, cell locomotion and cell death.	"FAK	27	30	Gene_or_gene_product"	"cell	131	135	Cell"	"cell	147	151	Cell"	"cell	169	173	Cell"	"cell	189	193	Cell"	"[{""token"": ""FAK"", ""start_span"": 27, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 131, ""end_span"": 135, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 189, ""end_span"": 193, ""type"": ""Cell""}]"
