There was also an up - regulation of Bax, which altered the Bax: Bcl - 2 ratio, which may be responsible for mitochondrial depolarization reported to be involved prior to the induction of apoptosis.	"mitochondrial	109	122	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 109, ""end_span"": 122, ""type"": ""Cellular_component""}]"
Normal cells mostly rely on mitochondrial oxidative phosphorylation to produce energy.	"mitochondrial	28	41	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 28, ""end_span"": 41, ""type"": ""Cellular_component""}]"
The down - regulation of MTSS1 that may be caused by DNA methylation was also observed in many other types of cancer.	"DNA	53	56	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Cellular_component""}]"
By transcriptional activation and other means, p53 is able to contribute to the regulation of glycolysis, oxidative phosphorylation, glutaminolysis, insulin sensitivity, nucleotide biosynthesis, mitochondrial integrity, fatty acid oxidation, antioxidant response, autophagy and mTOR signalling.	"mitochondrial	195	208	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 195, ""end_span"": 208, ""type"": ""Cellular_component""}]"
Use of DNA microarray and small animal positron emission tomography in preclinical drug evaluation of RAF265, a novel B - Raf / VEGFR - 2 inhibitor.	"DNA	7	10	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 7, ""end_span"": 10, ""type"": ""Cellular_component""}]"
DNA microarray analysis of treated tumor xenografts revealed significantly decreased expression of genes regulating glucose and thymidine metabolism and revealed changes in apoptotic genes, suggesting that the imaging tracers FDG, 3 - deoxy - 3 - [ ( 18) F] fluorothymidine, and annexin V could serve as potential imaging biomarkers for RAF265 therapy monitoring.	"DNA	0	3	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Cellular_component""}]"
We concluded that RAF265 is highly efficacious in this xenograft model of human melanoma and decreases glucose metabolism as measured by DNA microarray analysis, cell culture assays, and small animal FDG PET scans as early as 1 day after treatment.	"DNA	137	140	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 137, ""end_span"": 140, ""type"": ""Cellular_component""}]"
DNA microarray analysis and small animal PET studies may be used as complementary technologies in drug development.	"DNA	0	3	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Cellular_component""}]"
DNA microarray analysis allows for analysis of drug effects on multiple pathways linked to cancer and can suggest corresponding imaging tracers for further analysis as biomarkers of tumor response.	"DNA	0	3	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Cellular_component""}]"
The binding activity of NF - kappaB to DNA was examined in nuclear extracts using Trans - AM NF - kappaB ELISA kit.	"DNA	39	42	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 39, ""end_span"": 42, ""type"": ""Cellular_component""}]"
Curcumin also significantly decreased ( P < 0. 05) the expression of uPA and NF - kappaB DNA binding activity, respectively.	"DNA	89	92	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Cellular_component""}]"
AQP1 was expressed in cell membranes and its expression was higher in cancer than that in normal tissues.	"cell membranes	22	36	Cellular_component"	"[{""token"": ""cell membranes"", ""start_span"": 22, ""end_span"": 36, ""type"": ""Cellular_component""}]"
AQP4 was expressed in the cell membrane and cytoplasm and was detected markedly stronger in normal than in cancer tissues.	"cell membrane	26	39	Cellular_component"	"[{""token"": ""cell membrane"", ""start_span"": 26, ""end_span"": 39, ""type"": ""Cellular_component""}]"
AQP5 was expressed mainly in cell membranes in carcinoma tissues, but was almost absent in normal breast tissues.	"cell membranes	29	43	Cellular_component"	"[{""token"": ""cell membranes"", ""start_span"": 29, ""end_span"": 43, ""type"": ""Cellular_component""}]"
Mitochondrial apoptosis and FAK signaling disruption by a novel histone deacetylase inhibitor, HTPB, in antitumor and antimetastatic mouse models.	"Mitochondrial	0	13	Cellular_component"	"[{""token"": ""Mitochondrial"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Cellular_component""}]"
The antiproliferative and anti - migratory mechanisms of HTPB were investigated by cell proliferation, flow cytometry, DNA ladder, caspase activity, Rho activity, F - actin polymerization, and gelatin - zymography for matrix metalloproteinases ( MMPs).	"DNA	119	122	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 119, ""end_span"": 122, ""type"": ""Cellular_component""}]"
Upon HTPB treatment, cell cycle arrest was induced and subsequently led to mitochondria - mediated apoptosis.	"mitochondria	75	87	Cellular_component"	"[{""token"": ""mitochondria"", ""start_span"": 75, ""end_span"": 87, ""type"": ""Cellular_component""}]"
On the contrary, there was intense staining for HER2 on the basolateral membrane of epithelial cells of intestinal metaplasia ( 22 / 24; 91. 7%) and carcinoma in situ ( 9 / 10; 90%), the lesions that displayed a significantly high proliferation index.	"basolateral membrane	60	80	Cellular_component"	"[{""token"": ""basolateral membrane"", ""start_span"": 60, ""end_span"": 80, ""type"": ""Cellular_component""}]"
The B ( 1) R appeared either as cytoplasmic dots or labeling on the apical cell membrane of the cells composing the epithelia with intestinal metaplasia ( 24 / 24; 100%) and carcinoma in situ ( 10 / 10; 100%) and in the epithelial cells of adenomas.	"apical cell membrane	68	88	Cellular_component"	"[{""token"": ""apical cell membrane"", ""start_span"": 68, ""end_span"": 88, ""type"": ""Cellular_component""}]"
The permeability of plasma membranes for K + increases 2. 75 fold, while the passive flux of Na + diminishes.	"plasma membranes	20	36	Cellular_component"	"[{""token"": ""plasma membranes"", ""start_span"": 20, ""end_span"": 36, ""type"": ""Cellular_component""}]"
In synchronized cultures at the beginning of the mitotic cycle, the bulk of ATP resynthesized via glycolysis is utilized for the synthesis of biopolymers, whereas that at the end of the S - phase and in the G2 - phase is utilized for cation transport across plasma membranes.	"plasma membranes	258	274	Cellular_component"	"[{""token"": ""plasma membranes"", ""start_span"": 258, ""end_span"": 274, ""type"": ""Cellular_component""}]"
When tumor cells possessed a high level of UK, laminin and type IV collagen, components of the basement membrane, disappeared from tumor tissues.	"basement membrane	95	112	Cellular_component"	"[{""token"": ""basement membrane"", ""start_span"": 95, ""end_span"": 112, ""type"": ""Cellular_component""}]"
Nonidet P - 40 had no effect on glycolysis in cell - free extracts from Ehrlich ascites tumor cells to which soluble mitochondrial ATPase was added.	"mitochondrial	117	130	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 117, ""end_span"": 130, ""type"": ""Cellular_component""}]"
Epidermal growth factor ( EGF) binds with high affinity and specificity to a single site on the external domain of its transmembrane receptor to activate the tyrosine protein kinase activity of its cytoplasmic portion.	"transmembrane	119	132	Cellular_component"	"[{""token"": ""transmembrane"", ""start_span"": 119, ""end_span"": 132, ""type"": ""Cellular_component""}]"
Tumorigenic hybrid derivatives contained lower numbers of chromosomes than the tetraploid parental hybrids.	"chromosomes	58	69	Cellular_component"	"[{""token"": ""chromosomes"", ""start_span"": 58, ""end_span"": 69, ""type"": ""Cellular_component""}]"
We conclude that the transforming properties of the activated Ha - ras gene in Rat - 1 cells can be suppressed at the post - translational level by the presence of the genome from diploid embryonic rat fibroblasts but additional controls of expression of the transforming gene are likely to exist.	"genome	168	174	Cellular_component"	"[{""token"": ""genome"", ""start_span"": 168, ""end_span"": 174, ""type"": ""Cellular_component""}]"
The existence of proteins encoded by the 3 ' region has been postulated on the basis of multiple open reading frames.	"3 ' region	41	51	Cellular_component"	"[{""token"": ""3 ' region"", ""start_span"": 41, ""end_span"": 51, ""type"": ""Cellular_component""}]"
They do not compete with 125I EGF for binding on the EGF receptors of the membrane of A431 cells.	"membrane	74	82	Cellular_component"	"[{""token"": ""membrane"", ""start_span"": 74, ""end_span"": 82, ""type"": ""Cellular_component""}]"
Transformation by Rous sarcoma virus results in a dramatic increase in the rate at which the transformed cells transport glucose across the cell membrane.	"cell membrane	140	153	Cellular_component"	"[{""token"": ""cell membrane"", ""start_span"": 140, ""end_span"": 153, ""type"": ""Cellular_component""}]"
Utilizing antibody raised against the purified human erythrocyte glucose transporter, we have identified the glucose transporter as a membrane glycoprotein with a monomer Mr of approximately 41, 000.	"membrane	134	142	Cellular_component"	"[{""token"": ""membrane"", ""start_span"": 134, ""end_span"": 142, ""type"": ""Cellular_component""}]"
DNA methylation and expression of HLA - DR alpha.	"DNA	0	3	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Cellular_component""}]"
All of the DR alpha DNA sequences detected by a cloned DR alpha cDNA probe are contained in a BglII fragment which varies slightly in size ( 4. 0 to 4. 8 kilobases) from one individual to another.	"DNA	20	23	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 20, ""end_span"": 23, ""type"": ""Cellular_component""}]"
In contrast, at least some of these sites were not methylated in DNA from the B - cells expressing high levels of DR alpha mRNA.	"DNA	65	68	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 65, ""end_span"": 68, ""type"": ""Cellular_component""}]"
Treatment of these T - cells with 5 - azacytidine resulted in the induction of DR surface antigen expression, the appearance of DR alpha mRNA, and the partial demethylation of the DR alpha DNA sequences.	"DNA	189	192	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Cellular_component""}]"
Uncultured peripheral blood T - cells from human T - cell leukemia - lymphoma virus - infected individuals expressed DR antigens at a low level, and the DR alpha locus was partially unmethylated.	"locus	162	167	Cellular_component"	"[{""token"": ""locus"", ""start_span"": 162, ""end_span"": 167, ""type"": ""Cellular_component""}]"
After 48 h in culture, DR antigen expression was substantially increased, but no significant changes were observed in methylation of the DR alpha locus or in the amount of DR mRNA which was present.	"locus	146	151	Cellular_component"	"[{""token"": ""locus"", ""start_span"": 146, ""end_span"": 151, ""type"": ""Cellular_component""}]"
Mutations affecting nuclear transport were far more critical for the ability to interfere with myogenic differentiation than were those affecting the transforming potential; cytoplasmic SVLT expression was fully compatible with the terminal differentiation of C2 cells, despite enabling them to grow in semisolid medium, thus showing that the myogenesis - inhibiting property can be dissociated from transforming competence.	"nuclear	20	27	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 20, ""end_span"": 27, ""type"": ""Cellular_component""}]"
A transcript from the long terminal repeats of a murine retrovirus associated with trans activation of cellular genes.	"long terminal repeats	22	43	Cellular_component"	"[{""token"": ""long terminal repeats"", ""start_span"": 22, ""end_span"": 43, ""type"": ""Cellular_component""}]"
The portion of the LTR responsible for trans activation was mapped by deletions to lie within the U3 region.	"LTR	19	22	Cellular_component"	"[{""token"": ""LTR"", ""start_span"": 19, ""end_span"": 22, ""type"": ""Cellular_component""}]"
Analysis of the LTR region reveals a potential internal promoter element for RNA polymerase III transcription within the U3 region.	"LTR	16	19	Cellular_component"	"[{""token"": ""LTR"", ""start_span"": 16, ""end_span"": 19, ""type"": ""Cellular_component""}]"
Studies with polymerase inhibitors suggest that this LTR transcript, designated let ( LTR - encoded trans activator), is a product of RNA polymerase III.	"LTR	53	56	Cellular_component"	"[{""token"": ""LTR"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Cellular_component""}]"
The region of the LTR identified here as being important in trans activation has recently been shown to be a critical determinant of the leukemogenicity and latency of Moloney murine leukemia virus.	"LTR	18	21	Cellular_component"	"[{""token"": ""LTR"", ""start_span"": 18, ""end_span"": 21, ""type"": ""Cellular_component""}]"
Enhanced DNA - binding activity of a Stat3 - related protein in cells transformed by the Src oncoprotein.	"DNA	9	12	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 9, ""end_span"": 12, ""type"": ""Cellular_component""}]"
Assays of electrophoretic mobility, DNA - binding specificity, and antigenicity indicated that Stat3 or a closely related STAT family member was constitutively activated by the Src oncoprotein.	"DNA	36	39	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Cellular_component""}]"
Induction of this DNA - binding activity was accompanied by tyrosine phosphorylation of Stat3 and correlated with Src transformation.	"DNA	18	21	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 18, ""end_span"": 21, ""type"": ""Cellular_component""}]"
To study the combined effects of v - erbA and v - myb, the two oncogenes were engineered into a retrovirus bicistronic vector with an internal ribosomal entry site ( IRES) or into a vector with a splice acceptor ( SPL).	"ribosomal	143	152	Cellular_component"	"[{""token"": ""ribosomal"", ""start_span"": 143, ""end_span"": 152, ""type"": ""Cellular_component""}]"
To evaluate the concept that localized delivery of angiogenic factors via virus - mediated gene transfer may be useful in the treatment of ischemic disorders, the replication - deficient adenovirus ( Ad) vector AdCMV. VEGF165 ( where CMV is cytomegalovirus and VEGF is vascular endothelial growth factor) containing the cDNA for human VEGF165, a secreted endothelial cell - specific angiogenic growth factor, was constructed.	"cDNA	320	324	Cellular_component"	"[{""token"": ""cDNA"", ""start_span"": 320, ""end_span"": 324, ""type"": ""Cellular_component""}]"
When plated in 2% serum on dishes precoated with reconstituted basement membrane ( Matrigel), HUVECs infected with AdCMV. VEGF165 ( 20 pfu per cell) differentiated into capillary - like structures.	"basement membrane	63	80	Cellular_component"	"[{""token"": ""basement membrane"", ""start_span"": 63, ""end_span"": 80, ""type"": ""Cellular_component""}]"
In the absence of both GM - CSF and fetal bovine serum ( FBS), 70% of the DNA was fragmented after 3 days in culture, with a characteristic apoptotic ladder - like pattern on agarose gel electrophoresis, whereas this proportion had initially been < 5%.	"DNA	74	77	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Cellular_component""}]"
In contrast, less than 5% of the DNA was fragmented in cells incubated with GM - CSF plus FBS or GM - CSF alone.	"DNA	33	36	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 33, ""end_span"": 36, ""type"": ""Cellular_component""}]"
Delayed addition of GM - CSF, but not FBS, permitted partial rescue of the cells, inhibiting increasing rates of accumulation of fragmented DNA.	"DNA	140	143	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Cellular_component""}]"
The decrease in ATP level might be explained through the interaction of the amine oxide with the cell membrane integrity.	"cell membrane	97	110	Cellular_component"	"[{""token"": ""cell membrane"", ""start_span"": 97, ""end_span"": 110, ""type"": ""Cellular_component""}]"
9E3 / CEF4 was slightly mitogenic for CEF, causing a doubling of [ 3H] thymidine uptake when added to serum - starved CEF. 9E3 / CEF4 was found associated not only with the cell and in the culture medium of Rous sarcoma virus - transformed CEF but also with the extracellular matrix.	"extracellular matrix	262	282	Cellular_component"	"[{""token"": ""extracellular matrix"", ""start_span"": 262, ""end_span"": 282, ""type"": ""Cellular_component""}]"
VPF / VEGF induced dermal microvascular EC expression of mRNAs encoding the alphav and beta3 integrin subunits resulting in increased levels of the alphavbeta3 heterodimer at the cell surface, and VPF / VEGF also induced mRNA encoding osteopontin ( OPN), an alphavbeta3 ligand.	"cell surface	179	191	Cellular_component"	"[{""token"": ""cell surface"", ""start_span"": 179, ""end_span"": 191, ""type"": ""Cellular_component""}]"
PATIENTS AND METHODS: c - erbB2, evaluated by immunohistochemistry in 145 of 173 patients randomly assigned to 2 - year adjuvant tamoxifen or no further therapy, was considered overexpressed if greater than 10% of the cells showed specific membrane staining.	"membrane	240	248	Cellular_component"	"[{""token"": ""membrane"", ""start_span"": 240, ""end_span"": 248, ""type"": ""Cellular_component""}]"
Addition of c - erbB2 to a multivariate Cox model that contained menopausal status, tumor size, nuclear grade, and treatment as covariates did not affect the significance of the model for DSF or OAS, whereas addition of the first - order interaction between c - erbB2 and tamoxifen was statistically significant both for DFS and OAS.	"nuclear	96	103	Cellular_component"	"[{""token"": ""nuclear"", ""start_span"": 96, ""end_span"": 103, ""type"": ""Cellular_component""}]"
Gene transfer of naked DNA encoding for three isoforms of vascular endothelial growth factor stimulates collateral development in vivo.	"DNA	23	26	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Cellular_component""}]"
We investigated the hypothesis that naked DNA encoding for VEGF could be used in a strategy of arterial gene therapy to stimulate collateral artery development.	"DNA	42	45	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Cellular_component""}]"
Plasmid DNA encoding each of the three principal human VEGF isoforms ( phVEGF121, phVEGF165, or phVEGF189) was applied to the hydrogel polymer coating of an angioplasty balloon and delivered percutaneously to one iliac artery of rabbits with operatively induced hindlimb ischemia.	"Plasmid DNA	0	11	Cellular_component"	"[{""token"": ""Plasmid DNA"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Cellular_component""}]"
Arterial gene transfer of naked DNA encoding for a secreted angiogenic cytokine, thus, represents a potential alternative to recombinant protein administration for stimulating collateral vessel development.	"DNA	32	35	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 32, ""end_span"": 35, ""type"": ""Cellular_component""}]"
5 - Azacytidine, a potent DNA methylation inhibitor, induced growth of large colonies in soft agar cultures of Rat 6 or Rat 6 / c - myc cells.	"DNA	26	29	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Cellular_component""}]"
E1A proteins stimulate DNA synthesis and cell proliferation; however, they also cause rapid cell death by p53 - dependent and p53 - independent apoptosis.	"DNA	23	26	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Cellular_component""}]"
We demonstrate directly that the wild - type 55 - kDa protein is able to block E1A - induced p53 - dependent apoptosis, whereas cells infected by mutant pm490 / 1 / 5A, which contains alanine residues at all three phosphorylation sites, exhibited extensive DNA fragmentation and classic apoptotic cell death.	"DNA	257	260	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 257, ""end_span"": 260, ""type"": ""Cellular_component""}]"
The E1B - 55kDa product has been shown to exhibit intrinsic transcriptional repression activity when localized to promoters, such as by fusion with the GAL4 DNA - binding domain, even in the absence of p53.	"DNA	157	160	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 157, ""end_span"": 160, ""type"": ""Cellular_component""}]"
The primary results indicated ( i) positive results of in situ hybridization are presence of granules or masses in the cytoplasm; ( ii) the less expression of nm23 - H1 mRNA, the higher metastatic rate of the human hepatocellular carcinoma ( P < 0. 05); ( iii) expression of nm23 - H1 mRNA dose not correlate with some other factors such as tumor size and the background of other liver diseases.	"granules	93	101	Cellular_component"	"[{""token"": ""granules"", ""start_span"": 93, ""end_span"": 101, ""type"": ""Cellular_component""}]"
Expression of the cytolytic effectors perforin, granzyme B9, and the granule membrane protein TIA1 were examined in 24 putative NK - cell lymphomas, 18 postthymic T - cell lymphomas ( one case CD8 + CD56 + and three anaplastic large cell lymphomas ( ALCL), three T - lymphoblastic lymphomas, and 20 B - cell lymphomas.	"granule membrane	69	85	Cellular_component"	"[{""token"": ""granule membrane"", ""start_span"": 69, ""end_span"": 85, ""type"": ""Cellular_component""}]"
A low - Km, mitochondrial type II - like tumor HK is described as the predominant form in hepatomas.	"mitochondrial	12	25	Cellular_component"	"[{""token"": ""mitochondrial"", ""start_span"": 12, ""end_span"": 25, ""type"": ""Cellular_component""}]"
Homeobox genes have a strikingly conserved 61 - amino acid sequence, encoding DNA - binding domain.	"DNA	78	81	Cellular_component"	"[{""token"": ""DNA"", ""start_span"": 78, ""end_span"": 81, ""type"": ""Cellular_component""}]"
SOC activation in rat pulmonary arterial endothelial cells increased free cytosolic Ca2 + that was dependent on a membrane current having a net inward component of 5. 45 + / - 0. 90 pA / pF at - 80 mV.	"membrane	114	122	Cellular_component"	"[{""token"": ""membrane"", ""start_span"": 114, ""end_span"": 122, ""type"": ""Cellular_component""}]"
Our study indicates that 1) Ca2 + entry in pulmonary endothelial cells through SOCs produces cell shape change that is dependent on site - specific rearrangement of the microfilamentous cytoskeleton and 2) Trp1 may be a component of pulmonary endothelial SOCs.	"microfilamentous cytoskeleton	169	198	Cellular_component"	"[{""token"": ""microfilamentous cytoskeleton"", ""start_span"": 169, ""end_span"": 198, ""type"": ""Cellular_component""}]"
